"nombreLugar","networkIp","cidr","wanIp","wanCidr","wanIp1","wanIp2","wanBroadcast","enlace"
"San Jos¿, Perez Zeled¿n.  San Isidro centro, diagonal al estadio municipal de P¿rez Zeled¿n, en vacunatorio del As de P¿rez Zeled¿n. ","10.130.74.0","24","192.168.50.200","30","","","","17303012"
"GUANACASTE, SANTA CRUZ, BOLSON, 100 ESTE DE LA PLAZA DE DEPORTES EN ORTEGA, EN EL EBAIS DE ORTEGA","10.30.27.0","24","192.168.50.204","30","","","","17309382"
"GUANACASTE, SANTA CRUZ, CABO VELAS, CONTIGUO AL ANTIGUO CORREO DE MATAPALO, FRENTE A LA ESCUELA EN EL EBAIS CABO VELAS","10.30.30.0","24","192.168.50.212","30","","","","17306532"
"GUANACASTE, SANTA CRUZ, CUAJINIQUIL, 500 N DE LA PLAZA DE DEPORTES DE MARBELLA, EBAIS CUAJINIQUIL","10.30.117.0","24","192.168.50.216","30","","","","17309391"
"GUANACASTE, NICOYA, COSTADO SUR DE LA PLAZA DE DEPORTES LA VIRGINA, EN EL EBAIS VIRGINI QUIRIMAN","10.30.39.0","24","192.168.50.220","30","","","","17305242"
"GUANACASTE, NICOYA, MANSION, 300 SUR DEL ASERRADERO LA MANSI¿N, EN EL EBAIS LA MANSION","10.30.44.0","24","192.168.50.224","30","","","","17309322"
"GUANCASTE, NICOYA, QUEBRADA HONDA, COSTADAO SUR DE LA IGLESIA CATOLICA EN EL EBAIS QUEBRADA HONDA","10.30.45.0","24","192.168.50.228","30","","","","17309311"
"GUANACASTE, NICOYA, SAN ANTONIO, 300 NORTE DE LA PLAZA EN EL EBAIS SAN ANTONIO","10.30.46.0","24","192.168.50.232","30","","","","17309331"
"GUANACASTE, NICOYA, SAN ANTONIO, 100 N.O DE LA PULPERIALA REINA EN BARRIO SAN JOAQUIN, EN EL EBAIS SAN JOAQUIN","10.30.109.0","24","192.168.50.236","30","","","","17306492"
"PUNTARENAS, BUENOS AIRES, COLORADO, 100 SUR DE LA ESCUELA DE COLORADO EN EL EBAIS COLORADO-BRIOLLEY-GUACIMO. cliente solicita estudio de fibra y validar si la que se encuentra en el edi est¿ activa","10.130.68.0","24","192.168.50.24","30","","","","17353651"
"GUANACASTE, NICOYA, SAN ANTONIO, COSTADO SUR DE LA PLAZA EN CORRALILLO, EN EL EBAIS CORRALILLO","10.30.108.0","24","192.168.50.240","30","","","","17309332"
"GUANACASTE, TILARAN, TIERAS MORENAS, COSTADO NORTE DEL SALON COMUNAL EN EL EBAIS TIERRAS MORENAS","10.30.71.0","24","192.168.50.248","30","","","","17306581"
"GUANCASTE, SILENCIO, TRONADORA, CONTIGUO AL SALÓN COMUNAL DE TRONADORA, EN EL EBAIS TRONADORA.","10.30.70.0","24","192.168.50.252","30","","","","17304232"
"PUNTARENAS, BUENOS AIRES, SANTA MARTA, 100 ESTE DEL CEN-CINAI, EN EL EBAIS SANTA MARTA","10.130.69.0","24","192.168.50.28","30","","","","17306521"
"PUNTARENAS, BUENOS AIRES, BOLAS, 100 SUR DE LA TORRE DEL ICE EN EL EBAIS LAS BRISAS","10.130.47.0","24","192.168.50.32","30","","","","17305362"
"Puntarenas Nuevo EBAIS Volcán, Área de Salud Buenos Aires. Ubicado en Volcán, Buenos Aires.","10.130.45.0","24","192.168.50.36","30","","","","17396591"
"Frente a la escuela en el Concho, en Santa Rosa de San Carlos; en el EBAIS DEL CONCHO.","10.150.32.0","24","192.168.50.4","30","","","","17302558"
"PUNTARENAS, BUENOS AIRES, POTRERO GRANDE, COSTADO OESTE DE LA ESCUELA EN EL EBAIS DE POTRERO GRANDE","10.130.50.0","24","192.168.50.40","30","","","","17309442"
"PUNTARENAS, BUENOS AIRES, BORUCA, 300 NORTE DE LA IGLESIA CATOLICA, EN EL EBAIS BORUCA","10.130.46.0","24","192.168.50.44","30","","","","17306512"
"PUNTARENAS, CORREDORES, C. NEILY DETRAS DE LA IGLESIA CATOLICA EN EL EBAIS LAS FINCAS","10.130.30.0","24","192.168.50.52","30","","","","17306982"
"PUNTARENAS, CORREDORES, LAUREL, DIAGONAL AL PUESTO POLICIAL, EN EL EBAIS BELLA LUZ","10.130.22.0","24","192.168.50.56","30","","","","17352341"
"PUNTARENAS, COTO BRUS, SABALITO, A UN COSTADO DEL  PARQUE EN EL EBAIS DE SABALITO.","10.130.34.0","24","192.168.50.60","30","","","","17308232"
"PUNTARENAS, COTO BRUCE, LIMONCITO, SABANILLAS CENTRO,A UN COSTADO DE LA IGLESIA CATOLICA, EN EL EBAIS DE SABANILLA","10.130.39.0","24","192.168.50.64","30","","","","17308182"
"PUNTARENAS, COTO BRUS, SABALITO, CONTIGUO A LA ESCUELA DE LA LOCALIDAD EN EL EBAIS LA LUCHA","10.130.38.0","24","192.168.50.68","30","","","","17306511"
"PUNTARENAS, COTO BRUS, AGUA BUENA, AGUA BUENA CENTRO A UN COSTADO DE LA CRUZ ROJA EN EL EBAIS DE AGUA BUENA.","10.130.36.0","24","192.168.50.72","30","","","","17307742"
"EN EL EBAIS DE SANTA ELENA, COTO BRUS, PUNTARENAS.","10.130.41.0","24","192.168.50.76","30","","","","17302486"
"100 m sur y 50 m oeste de la iglesia católica en el Ebais Los Santos, en Santa Rosa de San Carlos. 
","10.150.57.0","24","192.168.50.8","30","","","","17302574"
"puntarenas, coto brus limoncito La Casona Centro, a un Costado de la Escuela. en el Ebais de territorio indigena
","10.130.70.0","24","192.168.50.80","30","","","","17308131"
"puntarenas golfito, jimenez Contiguo Plaza Deportes, Frente Cruz Roja Costarricense en clinica de puerto jimenez","10.130.18.0","24","192.168.50.84","30","","","","17306851"
"PUNTARENAS GOLFITO PAVONES Contiguo Bar Restauarante Guagara EBAIS DE CONTE","10.130.20.0","24","192.168.50.88","30","","","","17308371"
"PUNTARENAS, GOLFITO, BRUNCA, Contiguo ASADA, Frente Escuela EBAIS VILLAS BRICEÑO, KILOMETRO 37","10.130.71.0","24","192.168.50.92","30","","","","17307572"
"PUNTARENAS, GOLFITO,OSA, La Palma Centro Contiguo CENCINAE EBAIS DE PALMAR PUERTO JIMENEZ","10.130.72.0","24","192.168.50.96","30","","","","17306922"
"GUANCASTE, TILARAN, QUEBRADA GRANDE, 600 N DE LA PULPERIA ISAU EN CABECERAS DE LA UNION, EN EBAIS LA UNION","10.30.69.0","24","192.168.51.0","30","","","","17306542"
"Puntarenas. Golfito. La Mona, en el nuevo EBAIS de San Mart?n. Del Bar y Restaurante La Amistad, 100 al sur, calle paralela al muro del estadio. ","10.130.77.0","24","192.168.51.100","30","","","","17316732"
"PUNTARENAS, OSA, PALMAR  Costado Sur de la Escuela de Tinoco EBAIS DE TINOC","10.130.55.0","24","192.168.51.132","30","","","","17308572"
"PUNTARENAS OSA, PIEDRAS BLANCAS De la Escuela Maria Rosa Gamez 300m al Sur EN EBASI DE PIEDRAS BLANCAS","10.130.56.0","24","192.168.51.136","30","","","","17307161"
"AS DE LIBERIA EN EL HOSPITAL ENRIQUE BALTODANO, EBAIS DE CONDEGA, LA VICTORIA, SAN ROQUE, MORACIA, NAZARETH, PUEBLO NUEVO, LOS ANGELES, CORAZÓN DE JESUS","10.30.3.0","24","192.168.51.140","30","","","","17346791"
"155 metros al este del Hotel Congo, sobre camino a la Pista de
Aterrizaje, Bah¿a Drake, Osa, Puntarenas.8.708970, -83.639801
CONTACTO Ing. Daniel Matamoros Monge, 2785-3218, 8702-4873.
","10.130.59.1","24","192.168.51.144","30","","","","17301337"
"PUNTARENAS, CHIRA, EN EL EBAIS SAN ANTONIO, DE LA IGLESIA CATOLICA 50 ESTE EN CHIRA","10.90.28.0","24","192.168.51.148","30","","","","17306872"
"GUANACASTE, ABANGARES, LA SIERRA FRENTE A LA AZADA (ACUEDUCTO RURAL) EN EL EBAIS SAN RAFAEL","10.30.59.0","24","192.168.51.16","30","","","","17306541"
"PUNTARENAS, AGUIRRE, QUEPOS, EBAIS DAMAS, 25MTRS AL SUR DE LA ESCUELA DE DAMAS, FRENTE A CALLE PRINCIPAL.","10.90.150.0","24","192.168.51.164","30","","","","17377750"
"PUNTARENAS, OSA, BRUNCA De la escuela de Ojo de Agua 350m al este EN EBAIS DE OJO DE AGUA","10.130.53.0","24","192.168.51.172","30","","","","17307911"
"PUNTARENAS, COTO BRUS, PITTIER, LA GUTIERREZ CENTRO,50 MTS NORTE DE LA OFICINA DEL ACUEDUCTO, EN EL EBAIS GUTIERREZ BROWN","10.130.40.0","24","192.168.51.176","30","","","","17307851"
"ALAJUELA, GRECIA, SANTA GERTRUDIS NORTE, 150 MTS DE LA ESCUELA CARLOS MANUEL ROJAS, HACIA CALLE SAN JOSÉ, CONTIGUO A LA CASA CURAL EN EL NUEVO EBAIS DE SANTA GERTRUDIS NORTE","10.70.211.0","24","192.168.51.184","30","","","","17321411"
"UPALA, CARRETERA A CAÑAS Y 300 SUR CARRETERA A SAN JOSÉ DE UPALA, 400 OESTE Y 100 NORTE, LA ENTRADA ESTÁ CONTIGUO A REPUESTOS CHANBERO, EN EL NUEVO EBAIS DE UPALA CENTRO","10.30.116.0","24","192.168.51.188","30","","","","17358151"
"ASERR¿, VUELTA DE JORCO 100 NORTE Y 100 ESTE DEL PAL¿, CONTIGUO A CASA DE SCOUTS, EN BARRIO PILAR, EN EL NUEVO EBAIS DE VUELTA JORCO DE ASERRI","10.42.224.0","24","192.168.51.192","30","","","","17320191"
"Puntarenas, Corredores, Barrio El Progreso, costado sureste de la entrada de Ciudad Neilly., 100 Mts este de almacén el Colono, contiguo a Instituto Catec","10.13.6.0","24","192.168.51.196","30","","","","17316451"
"GUANACASTE, NANDAYURA, SAN PABLO, 200 DEL BAR EL ESCONDITE O 100OESTE DE LA IGLESIA CATOLICA, EBAIS SAN PABLO","10.30.89.0","24","192.168.51.20","30","","","","17309372"
"Santo Tom¿s, Santo Domingo de Heredia, de la Bas¿lica de Santo Domingo 400 sur y 350 este, carretera al Hotel Bouganvillea, en el Ebais de Santo Tom¿s","10.70.26.0","24","192.168.51.212","30","","","","17309201"
"San Isidro del General, 100 metros sur de la Catedral de P¿rez Zeled¿n, frente a la entrada principal del edificio del Instituto Nacional de Seguros, costado Norte, Oficina de Auditor¿a de la CCSS.","10.16.21.0","24","192.168.51.216","30","","","","17337861"
"Puntarenas, C¿bano, en el edificio anexo a la Cl¿nica de C¿bano, 75 este de la Cl¿nica de C¿bano.","10.50.115.0","24","192.168.51.220","30","","","","17301171"
"TURRIALBA, GRANO DE ORO, EN EL EBAIS DE GRANO DE ORO
3G: Grano de Oro
¿Tipo de Equipo: RTN950
¿C¿digo RTN: 9-186-30512-01B
¿IP de Gesti¿n del LANSwitch: n/a
¿VLAN asignada para el servicio: 3800
¿Puerto de la RTN asignado: PORT1","10.42.150.0","24","192.168.51.224","30","","","","17335721"
"San Jos¿, Hospital Blanco Cervantes, de las oficinas centrales de la Cruz Roja en San Jos¿ 200 oeste","10.123.255.0","29","192.168.51.228","30","","","","17317401"
"LABORATORIO CLINICO DEL AS DE PITAL CENTRO 50 SUR DE LA IGLESIA DE LOS TESTIGOS DE JEHOV¿ (SAL¿N DEL REINO)","10.150.59.0","24","192.168.51.232","30","","","","17301008"
"GUANACASTE NICOYA EBAIS SAN MARTIN BARRIO SAN MARTIN DE NICOYA","10.30.36.0","24","192.168.51.236","30","","","","17330600"
"EN EL NUEVO EDIFICIO DEL CAIS DE MORA PALMICHAL, 100 OESTE DEL RESTAURANTE JOEL, CICUDAD COLON","10.49.0.0","16","192.168.51.240","30","","","","17325591"
"GUANACASTE, NANDAYURE, COYOTE, CONTIGUO A LA PLAZA DE DEPORTES SAN FRANCISCO DE BEJUCO, EN EL EBAIS COYOTE","10.30.110.0","24","192.168.51.28","30","","","","17309381"
"EN LA SEDE EBAIS DE SANTA MARTA DE HOJANCHA, GUANACASTE","10.30.111.0","24","192.168.51.32","30","","","","17359661"
"GUANCASTE, LA CRUZ, SANTA ELENA, 50 NORTE DE LA IGLESIA EN EL EBAIS SANTA ELENA","10.30.78.0","24","192.168.51.4","30","","","","17304601"
"GUANACASTE, NICOYA, BELEN DE NOSARITA, FRENTE A LA PLAZA DE DEPORTES EN EL EBAIS BELEN. (NO ES EL DE MAQUENCO)","10.30.112.0","24","192.168.51.44","30","","","","17309402"
"PUNTARENAS, PARRITA, DE LA ESTACI¿N DE BOMBEROS DE PARRITA 350 M AL SUR, EN LA CL¿NICA NUEVA DE PARRITA.","10.94.0.0","16","192.168.51.52","30","","","","17304171"
"San Jos¿, Hatillo 2, 600 sur del Colegio Brenes Mes¿n, Ebais de Hatillo 2, contiguo al edificio de archivo central","10.42.220.0","24","192.168.51.60","30","","","","17306422"
"En el Sotano del Ebais de Pozos","10.42.221.0","24","192.168.51.64","30","","","","17306892"
"EN EL EBAIS DE SANTA MARTA, SIQUIRRES, LIMON 12KMTS SUR DEL CENTRO DE SIQUIRRES CARRETERA A TURRIALBA.","10.50.113.0","24","192.168.51.68","30","","","","17369933"
"OFICINAS CENTRALES DE LA CCSS, EDIFICIO ANEXO JENARO VALVERDE AV 2 Y 4","10.16.18.0","24","192.168.51.72","30","","","","17308502"
"GUANACASTE, LA CRUZ, LA GARITA, 150 NORTE DEL SALON COMUNAL EN EL EBAIS LA GARITA","10.30.79.0","24","192.168.51.8","30","","","","17304641"
"San Jos¿. Desamparados. San Crist¿bal, en el nuevo EBAIS de Cristo Rey (La Lucha).  Carretera a Frailes, 600 al oeste de la entrada a La Lucha. ","10.42.223.0","24","192.168.51.96","30","","","","17321222"
"EN EL NUEVO EDIF. DEL EBAIS DE LA RIBERA DE BELEN 1KMAL OESTE DE LA PLANTA DE INTEL, LA RIBERA DE BELEN, RUTA 129.","10.70.199.0","24","192.168.52.0","30","","","","17379131"
"Cartago, Turrialba, Barrio el Silencio, 250 norte de la escuela La Margot, EBAIS Barrios del Este","10.42.138.0","24","192.168.52.104","30","","","","17329412"
"San Jos¿, Goicoechea, Rancho Redondo, de la Iglesia de Rancho Redondo 500 norte, contiguo a la guardia rural, en el EBAIS de Rancho Redondo.","10.42.230.0","24","192.168.52.108","30","","","","17329402"
"Alajuela, Grecia centro, costado sur de la Escuela Eulogia Ruiz, en el EBAIS Central 3 y 7","10.70.214.0","24","192.168.52.112","30","","","","17329401"
"De la iglesia Cat¿lica de San Juan de Chicu¿ 50 m Oeste, edificio celeste con verjas gris. Ebais San Juan de Chicu¿","10.42.227.0","24","192.168.52.12","30","","","","17325382"
"San Jos¿, Coronado, Cascajal, Contiguo a la escuela de Cascajal. En el EBAIS Cascajal","10.42.231.0","24","192.168.52.124","30","","","","17329472"
"Puntarenas, Sardinal, 50 oeste y 25 sur de la plaza de deportes de Sardinal, junto a la torre celular del ICE. en EBAIS SARDINAL","10.90.63.0","24","192.168.52.128","30","","","","17329392"
"HOSPITAL SAN DE DIOS, SAN JOSE, COSTADO OESTE DEL PARQUE LA MERCED","10.16.23.0","24","192.168.52.132","30","","","","17328982"
"GUANACASTE, NICOYA, FRENTE A LA PLAZA DE DEPORTES DE DULCE NOMBRE, PUESTO DE VISITA PERIODICA DULCE NOMBRE","10.30.118.0","24","192.168.52.136","30","","","","17329371"
"GUANACASTE, HOJANCHA, HUACAS, 150 SURESTE DE LA IGLESIA CATOLICA DE HUACAS, PUESTO DE VISITA PERIODICA DE HUACAS","10.30.119.0","24","192.168.52.140","30","","","","17329352"
"200 SUR DEL COLEGIO T¿CNICO DE CARRIZAL EN ALAJUELA, EN EL NUEVO EBAIS DE CARRIZAL","10.75.5.0","24","192.168.52.152","30","","","","17330111"
"DE LA ENTRADA NORTE DEL HOSPITAL CALDERON GUARDIA, 150 NORTE, CALLE SIN SALIDA, ACCESO PEATONAL AL POLIDEPORTIVO ARANJUEZ","10.60.0.0","16","192.168.52.156","30","","","","17330151"
"Cartago, Oreamuno, Santa Rosa, Urbanizaci¿n Las Rosas, costado Oeste del Parque de juegos, casa color terracota con verjas gris","10.42.228.0","24","192.168.52.16","30","","","","17325391"
"NUEVO EBAIS SAN VITO CONTIGUO AL HOSPITAL ","10.130.80.0","24","192.168.52.172","30","","","","17332391"
"LIMÓN, POCOCI, GUAPILES, 300 E Y 25 N DEL HOSPITAL, DETRAS DE ZAPATERÍA LA ESTRELLA.","10.50.120.0","24","192.168.52.176","30","","","","17300266"
"HEREDIA, SARAPIQUI, HORQUETAS, COMUNIDAD DE LA VICTORIA, COSTADO NORTE DE LA IGLESIA EN EL EBAIS LA RAMBLA, UP 265007. EL EBAIS SE LLAMA LA RAMBLA PERO SE UBICA EN LA VICTORIA.","10.42.233.0","24","192.168.52.180","30","","","","17335731"
"GUANACASTE, TILARAN, TRONADORA, COMUNIDAD DE TRONADORA 100 MTS DE LA IGLESIA, EN EL EBAIS DE TRONADORA.","10.30.121.0","24","192.168.52.184","30","","","","17335001"
"SAN JOSE, AVENIDA SEGUNDA 50 ESTE DE LA CCSS, ANTIGUO EDIFICIO DE LA ARTISTICA. ","10.190.0.0","24","192.168.52.188","30","","","","17336221"
"Alajuela, Grecia, Puente de Piedra, 150 mtrs norte del gimnasio de puente de piedra. En el EBAIS Puente de Piedra.","10.70.215.0","24","192.168.52.196","30","","","","17329501"
"ALAJUELA, LOS CHILES,EL PARQUE, FRENTE A LAS OFICINAS DEL ACUEDUCTO RURAL DEL PARQUE EBAIS LOS CHILES 2 (EL PARQUE)","10.150.61.0","24","192.168.52.20","30","","","","17327341"
"San Jos¿, Acosta, Sabanillas, del puesto de la Guardia Rural 25 norte, en el Ebais Sabanillas","10.42.6.0","24","192.168.52.200","30","","","","17339841"
"San Rafael de Heredia, Frente a la cl¿nica, edificio para RH, ATAPS y Vacunas.","10.70.216.0","24","192.168.52.208","30","","","","17343761"
"Puesto de Ebais, sector T¿rcoles, frente a la escuela p¿blica de T¿rcoles, carretera a Jacob, Ebais T¿rcoles-Lagunilla-Bijagual.","10.42.236.0","24","192.168.52.212","30","","","","17339601"
"Cartago, La Uni¿n, tres R¿os Barrio F¿tima, frente al cementerio, Nueva Sucursal de la CCSS","10.8.22.0","24","192.168.52.224","30","","","","17337431"
"Alajuela, Sabanilla, en el nuevo EBAIS de Poasito. 75 m Norte del restaurante Freddo Fresas","10.70.217.0","24","192.168.52.236","30","","","","17340741"
"ALAJUELA, GRECIA, BOLIVAR, COSTADO NORTE DEL GIMNASIO DE LOS ANGELES, EN EL EBAIS LOS ANGELES","10.70.100.0","24","192.168.52.24","30","","","","17327572"
"PUESTO DE SALUD DE BARRANCA San Jos? de Naranjo, (trocha de Zarcero a San Ram?n, de la entrada de la trocha, 2 km al oeste)","10.70.12.0","24","192.168.52.240","30","","","","17348281"
"PUESTO DE SALUD SAN ANTONIO,2 Km al Oeste del Puesto de Salud de Barranca, costado este del Sal¿n Comunal
3G: Ramona de San Juanillo LA INSTALACION DEBE COORDINARSE DE PREVIO CON MARIA EUGENIA LOPEZ TEL 87869012","10.70.13.0","24","192.168.52.244","30","","","","17335921"
"PUESTO DE SALUD LAGUNA,de la Esquina NO de la Plaza de deportes, carretera 141 a Carlos, 50 metros al Norte
LATITUD 10,2093775
LONGITUD 84,3999982
CELLID__SAC 35592
CELLNAME W3559B1
NEMONICO W3559","10.70.11.0","24","192.168.52.252","30","","","","17340201"
"ALAJUELA, GRECIA, TACARES, DEL ANTIGUO COOPETACARES, 600 OESTE, EN EL EBAIS TACARES","10.70.104.0","24","192.168.52.28","30","","","","17328322"
"Edificio de la Proveedur¿a de la CCSS que se ubica frente a la Cl¿nica de Gu¿cimo. Contiguo al Banco Popular  de Gu¿cimo","10.50.118.0","24","192.168.52.36","30","","","","17330081"
"ALAJUELA, ATENAS, FRENTE A LA IGLESIA CATOLICA, EN EL EBAIS BARRIO SAN JOSÉ DE ATENAS","10.70.95.0","24","192.168.52.40","30","","","","17329152"
"ALAJUELA, CENTRAL DE ALAJUELA, LA GUACIMA, 1.5 KMS AL ESTE DEL ANTIGUO AUTODROMO LA GUACIMA, FRENTE A ESCUELA PUBLICA DE RINCON DE HERRERA, EBAIS RINCON DE HERRERA, ALAJUELA SUR.","10.70.212.0","24","192.168.52.44","30","","","","17328371"
"ALAJUELA, NARANJO, CANDELARIA, DEL SUPER LAS AMERICAS, 50 NORTE Y 200 ESTE, EBAIS CANDELARIA","10.70.129.0","24","192.168.52.56","30","","","","17326902"
"ALAJUELA,NARANJO, SAN ANTONIO, FRENTE A PLAZA DE DEPORTES, EBAIS SAN ANTONIO","10.70.131.0","24","192.168.52.60","30","","","","17328252"
"ALAJUELA, NARANJO, SAN ROQUE, DETRÁS DE LA IGLESIA CATOLICA, EN EL EBAIS SAN ROQUE","10.70.130.0","24","192.168.52.64","30","","","","17328791"
"ALAJUELA, NARANJO, SAN JOSE, COSTADO DE LA ESCUELA REPUBLICA DE ECUADOR, EN EL EBAIS SAN JUAN","10.70.132.0","24","192.168.52.68","30","","","","17328662"
"ALAJUELA, NARANJO, SAN JOS¿, DE LA IGLESIA 150 MTRS NORTE, EN EL EBAIS SAN JUANILLO","10.70.133.0","24","192.168.52.72","30","","","","17328431"
"ALAJUELA, NARANJO, CIRR¿, DE LA IGLESIA 100 MTRS ESTE. EN EL EBAIS CIRR¿","10.70.125.0","24","192.168.52.76","30","","","","17328762"
"CONSULTORIO ODONTOLOGICO DE LA CL¿NICA ESCOLAR DE SAN RAFAEL DE HEREDIA, 400 METROS DE LA SEDE DEL ¿REA","10.150.60.0","24","192.168.52.8","30","","","","17326412"
"ALAJUELA, NARANJO, PALMITOS, FRENTE A LA IGLESIA, EN EL EBAIS CONCEPCIÓN","10.70.124.0","24","192.168.52.80","30","","","","17329012"
"ALAJUELA, NARANJO, PALMITOS, COSTADO DE LA IGLESIA, EN EL EBAIS PALMITOS.","10.70.123.0","24","192.168.52.84","30","","","","17327512"
"ALAJUELA, NARANJO, SAN JERÓNIMO, DE LA ESCUELA 50 MTRS ESTE, EN EL EBAIS SAN JERÓNIMO.","10.70.126.0","24","192.168.52.88","30","","","","17328752"
"GUANACASTE, CAÑAS, BEBEDERO, COSTADO OESTE PARADA DE BUSES URBANIZACIÓN LA LOMA, BEBEDERO DE CAÑAS. EN EL EBAIS BEBEDERO.","10.30.54.0","24","192.168.52.96","30","","","","17328461"
"PUESTO DE SALUD TAPEZCO,Costado Este de la Iglesia Cat¿lica de Tapezco, a media cuadra
Nombre del sitio 3G: Laguna
¿Tipo de Equipo: RTN950
¿C¿digo RTN: 9-1555-21102-01B
¿IP de Gesti¿n del LANSwitch: n/a
¿VLAN asignada para el servicio:3800 asignado P","10.70.10.0","24","192.168.53.0","30","","","","17348811"
"PUESTO DE SALUD PALMIRA
LATITUD 10,2105662
LONGITUD 84,3773400
NEMONICO RDB455A
NEMONICO1 RDB455
SECTOR A ","10.70.15.0","24","192.168.53.12","30","","","","17348841"
"PUNTARENAS CORREDORES 1KM SUR DEL CENTRO DE CIUDAD NEILLY RUMBO A PASO CANOAS, EN EL HOPITAL DE CIUDAD NEILLY","10.134.0.0","16","192.168.53.120","30","","","","17354871"
"En Lim¿n centro, diagonal a la Mussmani. Frente a la Escuela de Varones (Tomas Guardia Gutierrez).","10.50.121.0","24","192.168.53.148","30","","","","17355371"
"PUESTO DE SALUD PUEBLO NUEVO
LATITUD 10,2005416 
LONGITUD 84,3594301
NEMONICO W4214
CELLNAME W4214B2
CELLID__SAC 42146","10.70.218.0","24","192.168.53.16","30","","","","17348851"
"SAN JOSE, DESAMPARADOS, Edificio de Servicios de Apoyo de Farmacia del Área de Salud de Desamparados 3. Frente al edificio del Área de Salud de Desamparados 3","10.42.243.0","24","192.168.53.184","30","","","","17363641"
"Contiguo Sal?n Comunal, San Juan, Ciudad Quesada, San Carlos, Alajuela, nuevo edificio del Ebais San Juan.","10.150.7.0","24","192.168.53.188","30","","","","17373961"
"LIMON, GUAPILES, En la Segunda Planta  del Centro Comercial Quisatlan en Gu¿piles Centro.","10.12.31.0","24","192.168.53.200","30","","","","17377261"
"Heredia San Joaqu¿n Costado Norte de la Escuela Estados Unidos, dentro del mismo terreno de este Centro Educativo, .CL¿NICA ESCOLAR, SERV DE ODONTOLOG¿A, AS BEL¿N.","10.70.221.0","24","192.168.53.208","30","","","","17368791"
"ALFARO RUIZ, ZARCERO, DEl Palenque de Llano Bonito de Cirr¿ Sur de Naranjo, frente a la Iglesia Cat¿lica
","10.70.14.0","24","192.168.53.212","30","","","","17394021"
"PVP de Zapote de Zarcero","10.70.9.0","24","192.168.53.216","30","","","","17383631"
"ESCOBAL DE BELEN, EN EL NUEVO EDIFICIO DEL EBAIS DE ESCOBAL, DE LA ENTRADA SUR DEL POLIDEPORTIVO DE BELEN 5? ENTRADA A MANOS DERECHA, CAMINO A LA PANASONIC, LUEGO 300 SUR","10.70.200.0","24","192.168.53.228","30","","","","17379461"
"Turrialba a 250 metros sur del antiguo ferrocarril. Edificio nuevo del EBAIS Clorito Picado B","10.42.245.0","24","192.168.53.232","30","","","","17372261"
"En el cruce de Moravia y Guadalupe , antiguo Banco Cr¿dito Agr¿cola de Cartago, Edificio del AS Goicoechea 2.","10.42.246.0","24","192.168.53.236","30","","","","17360891"
"San Jos¿, Puriscal, Barbacoas, Contiguo a la Delegaci¿n de la Fuerza P¿blica, en la farmacia del EBAIS de Barbacoas.","10.42.247.0","24","192.168.53.240","30","","","","17350361"
"Cartago, Zona del Parque Industrial Cartago exactamente 100 metros Oeste de la Caseta Principal entrada del Parque Industrial","10.42.237.0","24","192.168.53.28","30","","","","17348301"
"PUNTARENAS DENTRO DEL HOSPITAL MAX TERAN VALLS, 100 NORTE DEL AEROPUERTO, HACIENDA LA MANAGUA, QUEPOS","10.90.176.0","24","192.168.53.36","30","","","","17349401"
"De la esquina sureste del Parque Nacional, 125 sur, edificio a mano izquierda color azul (frente a un parqueo p¿blico)Edificio del AVATAR. En Laboratorio de la Cl¿nica Central de la CCSS","10.16.26.0","24","192.168.53.44","30","","","","17349691"
"San Jos¿, Goicoechea,Ip¿s,Vista de Mar, de la Iglesia Cat¿lica 700 Este sobre carretera principal, hospicio de huerfanos de San Jos¿,espacio de trabajo de sede de EBAIS en ese sitio.EBAIS Vista de Mar","10.42.239.0","24","192.168.53.48","30","","","","17329492"
"Cartago, de la esquina noroeste de los Tribunales de Justicia de Cartago, 50 m Oeste, Edificio de Farmacia del AS de Cartago, CCSS","10.42.241.0","24","192.168.53.56","30","","","","17346420"
"HOSPITAL MAX TERAN VALLS, 100 NORTE DEL AEROPUERTO, HACIENDA LA MANAGUA, QUEPOS","10.92.0.0","16","192.168.53.76","30","","","","17354931"
"PUESTO DE SALUD LAS BRISAS
Nombre del sitio 3G: Laguna
¿Tipo de Equipo: RTN950
¿C¿digo RTN: 9-1555-21102-01B
¿IP de Gesti¿n del LANSwitch: n/a
¿VLAN asignada para el servicio: 3803
¿Puerto de la RTN asignado: PORT3","10.70.219.0","24","192.168.53.8","30","","","","17348831"
"ALAJUELA, GRECIA, BARRIO LOS PINOS, HOSPITAL SAN FCO DE ASIS","10.72.0.0","16","192.168.53.92","30","","","","17348161"
"GUANACASTE, ABANGARES, LA PALMA,  200 MTRS NORTE DEL SUPER NURY. PVP DE LA PALMA DE ABANGARES","10.30.127.0","24","192.168.54.100","30","","","","17398911"
"25 MTRS ESTE DE LA ESCUELA DE MATAPALO, GUANACASTE, ABANGARES, EN PVP DE MATAPALO","10.30.126.0","24","192.168.54.104","30","","","","17398721"
"PUNTARENAS, JICARAL, EN M¿DULO ANEXO AL AREA DE SALUD JICARAL. FRENTE DE LA CLINICA DE JICARAL","10.90.182.0","24","192.168.54.108","30","","","","17385991"
"LABORATORIO ANEXO HOSPITAL CARTAGO, De la esquina Suroeste de la Plaza Iglesias 50 metros Sur.","10.42.254.0","24","192.168.54.12","30","","","","17382451"
